LOCATION,LOC_CODE,TRAIL_NAME,REACH,PATH_TYPE,TYPE_CLASS,SURFACE_TYPE,LENGTH_MILE,WIDTH_FT,PRIMARY_USE,JURISDICTION,ACCESSIBILITY,YEAR_BUILT,NOTES,ASSET_CLASS,CLASS_CATEGORY,GIS_ASSET_ID,INFOR_ASSET_ID,FCA_DATE,ASSET_CONDITION
Swansea Park,210,None,None,1,Park Circulation,Concrete,0.01353842,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,73707,108837,2019-01-01 00:00:00,Good
Park Ave Parks,317,None,None,1,Right of Way Walk,Concrete,0.02432617,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,76214,113048,2019-01-01 00:00:00,Good
Daniels Park,M14,Daniels Park Trail,None,2,Mountain,Gravel,0.10350822,None,None,Douglas County,None,2017,Upgraded in 2017,WLKTRL,TRL-MTN,77184,None,None,None
Viking Park,020,None,None,1,Park Circulation,Concrete,0.11548698,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,73558,105144,2019-01-01 00:00:00,Good
51st & Broadway,230,None,None,1,Park Circulation,Concrete,0.01987042,8.0,None,City & County of Denver,None,2016,None,WLKTRL,WLK-HARD,70476,109141,2019-01-01 00:00:00,Good
Bear Valley,140,None,None,1,Park Circulation,Concrete,0.03054536,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70753,103972,2019-01-01 00:00:00,Good
City of Cuernavaca Park,904,None,None,1,Park Circulation,Concrete,0.01313068,12.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71933,108629,2019-01-01 00:00:00,Good
City Park,201,None,None,1,Park Circulation,Concrete,0.00883288,12.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,74160,107479,2019-01-01 00:00:00,Good
Prairie Meadows,576,None,None,1,Park Circulation,Concrete,0.0971894,6.0,None,City & County of Denver,None,2017,None,WLKTRL,WLK-HARD,76961,None,2021-05-06 00:00:00,80
Jefferson Square Park,629,None,None,1,Park Circulation,Concrete,0.00444594,8.0,None,City & County of Denver,None,2010,None,WLKTRL,WLK-HARD,72564,105769,2019-01-01 00:00:00,Good
Sanderson Gulch,828,Sanderson Gulch Trail,None,2,Minor,Asphalt,0.03241436,8.0,None,City & County of Denver,None,None,None,WLKTRL,TRL-MNR,74805,106048,2019-01-01 00:00:00,Good
Arkins Park,944,None,None,1,Park Circulation,Concrete,0.09344607,15.0,None,City & County of Denver,None,2020,None,WLKTRL,WLK-HARD,77250,None,2021-05-12 00:00:00,100
Washington Park,711,None,None,1,Park Circulation,Crusher Fines,0.03790533,None,None,City & County of Denver,None,2013,None,WLKTRL,WLK-SOFT,76375,114888,2019-01-01 00:00:00,Good
Wallace Park,612,None,None,1,Right of Way Walk,Concrete,0.11380282,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,73776,105151,2019-01-01 00:00:00,Good
Quick Park,220,None,None,1,Park Circulation,Concrete,0.03682149,10.0,None,City & County of Denver,None,2017,None,WLKTRL,WLK-HARD,76685,None,2018-10-02 00:00:00,80
Bow Mar Heights Park,151,None,None,1,Park Circulation,Asphalt,0.07682186,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71076,105566,2019-01-01 00:00:00,Good
Jacobs Park,707,None,None,1,Park Circulation,Concrete,0.05859372,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,72556,105761,2019-01-01 00:00:00,Good
Greenway Park,556,None,None,1,Park Circulation,Crusher Fines,0.00977192,6.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-SOFT,71221,108577,2019-01-01 00:00:00,Good
Parkfield,516,None,None,1,Park Circulation,Concrete,0.00414609,None,None,City & County of Denver,None,2011,None,WLKTRL,WLK-HARD,75791,105414,2019-01-01 00:00:00,Good
Washington Park,711,None,None,1,Park Circulation,Crusher Fines,0.01831143,None,None,City & County of Denver,None,2016,None,WLKTRL,WLK-HARD,73986,109587,2019-01-01 00:00:00,Good
Green Valley Ranch East,550,None,None,1,Park Circulation,Concrete,0.01131628,8.0,None,City & County of Denver,None,2009,None,WLKTRL,WLK-HARD,75251,104559,2019-01-01 00:00:00,Good
Barnum East,803,None,None,1,Park Circulation,Concrete,0.00583373,8.0,None,City & County of Denver,None,2016,None,WLKTRL,WLK-HARD,76642,None,2019-01-01 00:00:00,80
Crescent Park,L25,None,None,1,Park Circulation,Concrete,0.03254079,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70760,103979,2019-01-01 00:00:00,Good
Willow Bark Dog Park,578,None,None,1,Right of Way Walk,Concrete,0.12855667,None,None,City & County of Denver,None,2017,None,WLKTRL,WLK-ROW,77041,None,2021-05-06 00:00:00,80
Montbello Central,541,None,None,1,Park Circulation,Concrete,0.02490578,8.0,None,City & County of Denver,None,2017,None,WLKTRL,WLK-HARD,72948,108058,2019-01-01 00:00:00,Good
Speer Blvd Park,354,None,None,1,Right of Way Walk,Concrete,0.00997293,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,73490,109524,2019-01-01 00:00:00,Good
Garland Park,728,None,None,1,Park Circulation,Concrete,0.0649125,10.0,None,City & County of Denver,None,2012,None,WLKTRL,WLK-HARD,70094,106201,2019-01-01 00:00:00,Good
Hampden Heights Park,614,None,None,1,Park Circulation,Asphalt,0.01913537,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,72121,106484,2019-01-01 00:00:00,Good
Crestmoor Park,403,None,None,1,Park Circulation,Concrete,0.00993807,8.0,None,City & County of Denver,None,2021,None,WLKTRL,WLK-HARD,75003,104525,2021-10-20 00:00:00,100
Highland Park,013,None,None,1,Park Circulation,Concrete,0.00874581,7.0,None,City & County of Denver,None,2010,None,WLKTRL,WLK-HARD,75184,108327,2019-01-01 00:00:00,Good
39th Ave Greenway,229,None,None,1,Right of Way Walk,Concrete,0.00472366,12.0,None,City & County of Denver,None,2020,None,WLKTRL,WLK-HARD,77294,None,2021-05-12 00:00:00,100
Mestizo Curtis Park,203,None,None,1,Right of Way Walk,Concrete,0.05773077,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,72817,105041,2019-01-01 00:00:00,Good
39th Ave Greenway,229,None,None,1,Park Circulation,Concrete,0.05393577,6.0,None,City & County of Denver,None,2020,None,WLKTRL,WLK-HARD,77324,None,2021-05-12 00:00:00,100
Alamo Placita Park,301,None,None,1,Right of Way Walk,Concrete,0.07717307,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,70366,106237,2019-01-01 00:00:00,Good
Cook Park,763,None,None,1,Park Circulation,Concrete,0.02179949,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71740,109303,2019-01-01 00:00:00,Good
Greenway Park,556,Greenway Trail,None,2,Minor,Concrete,0.00856602,10.0,None,City & County of Denver,None,2008,None,WLKTRL,TRL-MNR,72205,108682,2019-01-01 00:00:00,Good
Crescent Park,L25,None,None,1,Park Circulation,Concrete,0.00166906,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70817,105541,2019-01-01 00:00:00,Good
Byers & Pecos,831,None,None,1,Right of Way Walk,Concrete,0.03307807,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,74239,109614,2019-01-01 00:00:00,Good
Inspiration Point Park,055,None,None,1,Park Circulation,Crusher Fines,0.01779828,3.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-SOFT,77423,None,2022-06-09 00:00:00,80
Platt Park,824,None,None,1,Park Circulation,Concrete,0.01130704,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,73196,108776,2019-01-01 00:00:00,Good
Montbello Open Space,539,None,None,1,Park Circulation,Crusher Fines,0.02830503,8.0,None,City & County of Denver,None,2018,None,WLKTRL,WLK-SOFT,76817,None,2021-05-12 00:00:00,80
39th Ave Greenway,229,None,None,1,Park Circulation,Concrete,0.03754341,10.0,None,City & County of Denver,None,2020,None,WLKTRL,WLK-HARD,77296,None,2021-05-12 00:00:00,100
Montbello Civic Center,535,None,None,1,Right of Way Walk,Concrete,0.02663383,4.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,70160,107748,2019-01-01 00:00:00,Good
Barnum Park,804,None,None,1,Park Circulation,Concrete,0.01172311,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70469,108489,2019-01-01 00:00:00,Good
Green Valley Ranch East,550,None,None,1,Right of Way Walk,Concrete,0.03639869,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,72069,105702,2019-01-01 00:00:00,Good
Eastmoor Park,606,None,None,1,Park Circulation,Concrete,0.03048082,8.0,None,City & County of Denver,None,2010,None,WLKTRL,WLK-HARD,70646,107040,2019-01-01 00:00:00,Good
City Park,201,None,None,1,Right of Way Walk,Concrete,0.00474178,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,71352,106355,2019-01-01 00:00:00,Good
Frontier West Park,918,None,None,1,Park Circulation,Concrete,0.01015565,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71927,107949,2019-01-01 00:00:00,Good
Cheesman Park,312,Cheesman Park Outer Loop,None,1,Park Circulation,Crusher Fines,0.06626649,8.0,None,City & County of Denver,None,2010,None,WLKTRL,WLK-SOFT,75536,105380,2019-01-01 00:00:00,Good
Bow Mar Heights Park,151,None,None,1,Right of Way Walk,Concrete,0.24479717,6.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,71203,108559,2019-01-01 00:00:00,Good
Garland Park,728,None,None,1,Right of Way Walk,Concrete,0.12112437,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,71787,104125,2019-01-01 00:00:00,Good
Sandhills Prairie,581,None,None,1,Park Circulation,Crusher Fines,0.07411811,7.0,None,City & County of Denver,None,2017,None,WLKTRL,WLK-SOFT,76920,None,2021-05-12 00:00:00,80
Sand Creek Greenway,TRL-SC,Sand Creek Trail,I-70 to Havana,2,Regional,Natural Surface,0.11258823,12.0,None,City & County of Denver,None,None,None,WLKTRL,TRL-RGN,76025,114895,2019-01-01 00:00:00,Good
Sloans Lake Park,019,None,None,1,Park Circulation,Concrete,0.0174534,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,73297,105108,2019-01-01 00:00:00,Good
Lowry Sports Complex,L21,None,None,1,Right of Way Walk,Concrete,0.04975572,12.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,71215,108571,2019-01-01 00:00:00,Good
Ashland Rec Center,031,None,None,1,Park Circulation,Concrete,0.00895238,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,76143,112699,2019-01-01 00:00:00,Good
Ruby Hill Park,827,None,None,1,Park Circulation,Asphalt,0.04282756,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,73185,108090,2018-09-17 00:00:00,Poor
Cherry Creek Greenway,TRL-CC,Cherry Creek Trail,None,2,Access/Ramp,Concrete,0.02880329,12.0,None,City & County of Denver,None,None,None,WLKTRL,TRL-RGN,75994,112213,2019-01-01 00:00:00,Good
Barnum Park,804,None,None,1,Park Circulation,Asphalt,0.03014993,8.0,None,City & County of Denver,None,2009,None,WLKTRL,WLK-HARD,75132,106864,2019-01-01 00:00:00,Good
Greenway Park,556,None,None,1,Park Circulation,Concrete,0.00707439,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70655,107049,2019-01-01 00:00:00,Good
Cheesman Park,312,None,None,1,Park Circulation,Concrete,0.00209203,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70007,103887,2019-01-01 00:00:00,Good
Montbello Central,541,None,None,1,Park Circulation,Concrete,0.09362049,8.0,None,City & County of Denver,None,2017,None,WLKTRL,WLK-HARD,72945,108055,2019-01-01 00:00:00,Good
Loretto Heights,163,None,None,1,Park Circulation,Crusher Fines,0.01136066,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-SOFT,75467,109046,2019-01-01 00:00:00,Good
Westwood Utility Easement,812,None,None,1,Park Circulation,Concrete,0.01848429,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70787,104754,2019-01-01 00:00:00,Good
39th Ave Greenway,229,None,None,1,Park Circulation,Concrete,0.01709932,10.0,None,City & County of Denver,None,2020,None,WLKTRL,WLK-HARD,77320,None,2021-05-12 00:00:00,100
Dedisse,M15,Dedisse Trail,None,2,Mountain,Natural Surface,0.9596879,None,None,Jefferson County,None, ,None,WLKTRL,TRL-MTN,77152,None,None,None
Sanderson Gulch,828,Sanderson Gulch Trail,None,2,Minor,Concrete,0.04498498,10.0,None,City & County of Denver,None,None,None,WLKTRL,TRL-MNR,75088,106091,2019-01-01 00:00:00,Good
Greenway Park,556,None,None,1,Park Circulation,Concrete,0.02734631,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70656,107050,2019-01-01 00:00:00,Good
Garrison & Union,158,None,None,1,Right of Way Walk,Concrete,0.02345398,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,72184,108661,2019-01-01 00:00:00,Good
Central Park,561,None,None,1,Park Circulation,Concrete,0.0117533,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,72016,104144,2019-01-01 00:00:00,Good
Verbena Park,L18,None,None,1,Park Circulation,Concrete,0.01156525,None,None,City & County of Denver,None,2010,None,WLKTRL,WLK-HARD,73740,109552,2019-01-01 00:00:00,Good
North Commons Lawn,590,Northfield Trail,None,2,Minor,Concrete,None,8.0,None,City & County of Denver,None,2018,None,WLKTRL,WLK-ROW,None,None,2022-09-29 00:00:00,80
Northfield Pond,565,None,None,1,Park Circulation,Natural Surface,0.0075333,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-SOFT,71267,104041,2019-01-01 00:00:00,Good
Cheesman Park,312,Cheesman Park Outer Loop,None,1,Park Circulation,Crusher Fines,0.0969963,6.0,None,City & County of Denver,None,2010,None,WLKTRL,WLK-SOFT,75537,105381,2019-01-01 00:00:00,Good
Eisenhower Park,630,None,None,1,Park Circulation,Concrete,0.07525933,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70676,107812,2019-01-01 00:00:00,Good
Commons Park,902,None,None,1,Park Circulation,Natural Surface,0.0316604,12.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-SOFT,71577,105645,2018-10-03 00:00:00,Poor
Bear Valley,140,None,None,1,Right of Way Walk,Concrete,0.04154711,6.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,74925,108296,2019-01-01 00:00:00,Good
Willow Bark Dog Park,578,None,None,1,Right of Way Walk,Concrete,0.04236456,None,None,City & County of Denver,None,2017,None,WLKTRL,WLK-ROW,77042,None,2021-05-06 00:00:00,80
Platt Park,824,None,None,1,Right of Way Walk,Concrete,0.01587816,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,73061,105070,2019-01-01 00:00:00,Good
Uplands Park,574,None,None,1,Park Circulation,Crusher Fines,0.00965396,5.0,None,City & County of Denver,None,2015,None,WLKTRL,WLK-SOFT,76776,None,2021-05-06 00:00:00,80
Westwood Park,839,None,None,1,Park Circulation,Concrete,0.01482098,10.0,None,City & County of Denver,None,2018,None,WLKTRL,WLK-ROW,76845,None,2019-01-01 00:00:00,80
Civic Center Park,213,None,None,1,Right of Way Walk,Concrete,0.04463941,8.0,None,City & County of Denver,None,2011,None,WLKTRL,WLK-ROW,75573,106154,2019-01-01 00:00:00,Good
Bear Valley,140,None,None,1,Park Circulation,Concrete,0.01833341,8.0,None,City & County of Denver,None,2020,None,WLKTRL,WLK-HARD,70758,103977,2019-01-01 00:00:00,Good
Washington Park,711,None,None,1,Park Circulation,Asphalt,0.02866809,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,73770,104379,2018-09-21 00:00:00,Poor
City of Ulaanbaatar Park,L17,None,None,1,Park Circulation,Concrete,0.02061204,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,74487,109637,2019-01-01 00:00:00,Good
City Park,201,None,None,1,Park Circulation,Crusher Fines,0.04462336,6.0,None,City & County of Denver,None,2021,None,WLKTRL,WLK-SOFT,77381,None,2022-02-15 00:00:00,100
Globeville Landing Park,908,None,None,1,Park Circulation,Concrete,0.19506693,12.0,None,City & County of Denver,None,2019,None,WLKTRL,WLK-HARD,77016,None,2021-04-27 00:00:00,100
Central Park,561,None,None,1,Park Circulation,Concrete,0.01456112,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,72080,105713,2019-01-01 00:00:00,Good
Parkfield,516,None,None,1,Park Circulation,Concrete,0.04923416,None,None,City & County of Denver,None,2009,None,WLKTRL,WLK-HARD,75670,108402,2019-01-01 00:00:00,Good
Bayuad Park,L05,None,None,1,Park Circulation,Concrete,0.00207867,10.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,74722,109650,2019-01-01 00:00:00,Good
The Bluffs,589,None,None,1,Park Circulation,Crusher Fines,None,None,None,City & County of Denver,None,2018,None,WLKTRL,WLK-HARD,None,None,2022-09-29 00:00:00,80
Civic Center Park,213,None,None,1,Park Circulation,Concrete,0.03467644,30.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71505,104062,2019-01-01 00:00:00,Good
Dailey Park,713,None,None,1,Right of Way Walk,Concrete,0.05677024,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,71757,104095,2019-01-01 00:00:00,Good
Johnson-Habitat,910,None,None,1,Park Circulation,Concrete,0.04565681,4.0,None,City & County of Denver,None,2015,None,WLKTRL,WLK-HARD,76930,None,2018-09-17 00:00:00,80
Inspiration Point Park,005,None,None,1,Park Circulation,Crusher Fines,0.01818609,4.0,None,City & County of Denver,None,2022,None,WLKTRL,WLK-SOFT,77428,None,2022-06-09 00:00:00,100
Babi-Yar Park,601,None,None,1,Park Circulation,Concrete,0.07907686,3.0,None,City & County of Denver,None,2009,None,WLKTRL,WLK-HARD,74177,108199,2019-01-01 00:00:00,Good
Washington Park,711,None,None,1,Park Circulation,Crusher Fines,0.00631213,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,73978,109579,2019-01-01 00:00:00,Good
Colorado Blvd Parkway,N/A,High Line Canal Trail,None,2,Regional,Concrete,0.22383853,8.0,None,City & County of Denver,None,None,None,WLKTRL,TRL-RGN,76302,114408,2019-01-01 00:00:00,Good
39th Ave Greenway,229,None,None,1,Park Circulation,Concrete,0.00514242,6.0,None,City & County of Denver,None,2020,None,WLKTRL,WLK-HARD,77281,None,2021-05-12 00:00:00,100
Rosamond Park,621,None,None,1,Park Circulation,Concrete,0.04272472,None,None,City & County of Denver,None,2010,None,WLKTRL,WLK-HARD,73020,104275,2019-01-01 00:00:00,Good
Montclair Park,408,None,None,1,Right of Way Walk,Stone,0.08237816,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,72828,105052,2018-09-25 00:00:00,Poor
42nd & Lisbon,522,None,None,1,Park Circulation,Concrete,0.08361915,8.0,None,City & County of Denver,None,2004,None,WLKTRL,WLK-HARD,70321,105464,2019-01-01 00:00:00,Good
Pinecrest Village,161,None,None,1,Park Circulation,Concrete,0.00715375,10.0,None,City & County of Denver,None,2021,None,WLKTRL,WLK-HARD,73007,104262,2021-08-09 00:00:00,100
Boyd Park,255,None,None,1,Park Circulation,Asphalt,0.048218,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,73190,108770,2019-01-01 00:00:00,Good
Greenway Park,556,None,None,1,Park Circulation,Concrete,0.00793628,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,72047,104934,2019-01-01 00:00:00,Good
Lindsley Park,401,None,None,1,Park Circulation,Concrete,0.03723798,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,72830,105796,2019-01-01 00:00:00,Good
City Park,201,Mile High Loop,None,1,Park Circulation,Crusher Fines,0.36620114,8.0,None,City & County of Denver,None,2009,None,WLKTRL,WLK-SOFT,75359,106901,2019-01-01 00:00:00,Good
Montbello Open Space,539,None,None,1,Park Circulation,Crusher Fines,0.0277234,8.0,None,City & County of Denver,None,2018,None,WLKTRL,WLK-SOFT,76827,None,2021-05-12 00:00:00,80
Lakewood & Dry Gulch Park,030,None,None,1,Park Circulation,Concrete,0.01197445,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,72668,108025,2019-01-01 00:00:00,Good
Central Park,561,None,None,1,Park Circulation,Concrete,0.00484281,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,73401,107387,2019-01-01 00:00:00,Good
Thomas (Fred) Park,L16,Greenway Trail,None,2,Minor,Concrete,0.02633281,8.0,None,City & County of Denver,None,None,None,WLKTRL,TRL-MNR,73576,105896,2019-01-01 00:00:00,Good
Platt Park,824,None,None,1,Park Circulation,Concrete,0.00416409,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,73149,107346,2019-01-01 00:00:00,Good
Central Park,561,None,None,1,Park Circulation,Concrete,0.02664668,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70718,108521,2019-01-01 00:00:00,Good
Bible Park,602,High Line Canal Trail,None,2,Regional,Concrete,0.11824554,10.0,None,City & County of Denver,None,2010,None,WLKTRL,TRL-RGN,70871,106313,2019-01-01 00:00:00,Good
Chaffee Park,003,None,None,1,Park Circulation,Concrete,0.01568724,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71206,108562,2019-01-01 00:00:00,Good
Ferguson Park,421,None,None,1,Park Circulation,Concrete,0.00702991,6.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71948,108644,2019-01-01 00:00:00,Good
Skyland Park,429,None,None,1,Park Circulation,Concrete,0.01551804,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71412,107140,2019-01-01 00:00:00,Good
Parkfield,516,None,None,1,Park Circulation,Concrete,0.0206863,None,None,City & County of Denver,None,2009,None,WLKTRL,WLK-HARD,75746,109803,2019-01-01 00:00:00,Good
Vanderbilt Park,835,None,None,1,Park Circulation,Asphalt,0.04287833,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,73619,106675,2018-09-17 00:00:00,Poor
Garfield Lake Park,807,None,None,1,Park Circulation,Concrete,0.03744469,8.0,None,City & County of Denver,None,2010,None,WLKTRL,WLK-HARD,75176,108319,2019-01-01 00:00:00,Good
Rosamond Park,621,None,None,1,Park Circulation,Concrete,0.03140265,None,None,City & County of Denver,None,2010,None,WLKTRL,WLK-HARD,73129,106600,2019-01-01 00:00:00,Good
Crestmoor Park,403,None,None,1,Park Circulation,Concrete,0.05679894,8.0,None,City & County of Denver,None,2021,None,WLKTRL,WLK-HARD,71589,105657,2021-10-20 00:00:00,100
Hampden Heights West Park,615,None,None,2,Neighborhood,Asphalt,0.01072398,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,72370,106502,2019-01-01 00:00:00,Good
Harvard Gulch North,842,None,None,1,Park Circulation,Asphalt,0.04186767,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70133,106979,2019-01-01 00:00:00,Good
Uplands Park,574,None,None,1,Park Circulation,Crusher Fines,0.0098443,5.0,None,City & County of Denver,None,2015,None,WLKTRL,WLK-SOFT,76774,None,2021-05-06 00:00:00,80
Robinson Park,414,None,None,1,Right of Way Walk,Concrete,0.04517745,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,73095,105844,2019-01-01 00:00:00,Good
Manley Park,337,None,None,1,Right of Way Walk,Concrete,0.01203028,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,72871,106554,2019-01-01 00:00:00,Good
Barnum Park,804,None,None,1,Park Circulation,Concrete,0.01110094,6.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70274,103931,2019-01-01 00:00:00,Good
Washington Park,711,Washington Park Outer Loop,None,1,Park Circulation,Crusher Fines,0.4414934,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-SOFT,73822,105930,2019-01-01 00:00:00,Good
City Park,201,None,None,1,Park Circulation,Concrete,0.10615752,6.0,None,City & County of Denver,None,2014,None,WLKTRL,WLK-HARD,76463,114912,2019-01-01 00:00:00,Good
Sanchez Park,028,None,None,1,Park Circulation,Concrete,0.02159407,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,73473,109507,2019-01-01 00:00:00,Good
Berkeley Lake Park,002,None,None,1,Right of Way Walk,Concrete,0.03821598,8.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,75070,105341,2019-01-01 00:00:00,Good
Bonnie Brae Park,702,None,None,1,Park Circulation,Crusher Fines,0.02431767,3.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,71006,103997,2018-09-21 00:00:00,Poor
Franco Park,022,None,None,1,Right of Way Walk,Concrete,0.01172003,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,71951,108647,2019-01-01 00:00:00,Good
Great Lawn Park,L07,None,None,1,Right of Way Walk,Concrete,0.02677469,10.0,None,City & County of Denver,None,2009,None,WLKTRL,WLK-ROW,75308,106111,2019-01-01 00:00:00,Good
Greenway Park,556,Greenway Trail,None,2,Minor,Concrete,0.05243662,10.0,None,City & County of Denver,None,2008,None,WLKTRL,TRL-MNR,72111,106474,2019-01-01 00:00:00,Good
Highland Gateway Park,046,None,None,1,Right of Way Walk,Concrete,0.014115,14.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,72340,105746,2019-01-01 00:00:00,Good
Wallace Park North,611,None,None,1,Right of Way Walk,Concrete,0.01391504,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,73813,105921,2019-01-01 00:00:00,Good
Sandhills Prairie,581,None,None,1,Right of Way Walk,Concrete,0.08357226,5.0,None,City & County of Denver,None,2017,None,WLKTRL,WLK-HARD,76899,None,2021-05-12 00:00:00,80
City Park,201,None,None,1,Right of Way Walk,Concrete,0.10465096,6.0,None,City & County of Denver,None,2017,None,WLKTRL,WLK-ROW,74388,107490,2019-01-01 00:00:00,Good
Prairie Meadows,576,None,None,1,Park Circulation,Concrete,0.01640877,6.0,None,City & County of Denver,None,2017,None,WLKTRL,WLK-HARD,76964,None,2021-05-06 00:00:00,80
Berkeley Lake Park,002,None,None,1,Park Circulation,Concrete,0.08657495,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70896,107080,2019-01-01 00:00:00,Good
St Charles Park,207,None,None,1,Right of Way Walk,Concrete,0.016388,5.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,74621,106804,2019-01-01 00:00:00,Good
Lowry Sports Complex,L21,None,None,1,Park Circulation,Concrete,0.04543236,12.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,74269,104447,2019-01-01 00:00:00,Good
Chaffee Park,003,None,None,1,Right of Way Walk,Concrete,0.07543183,6.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,71084,105574,2019-01-01 00:00:00,Good
Ferguson Park,421,None,None,1,Park Circulation,Concrete,0.0043708,8.0,None,City & County of Denver,None,2010,None,WLKTRL,WLK-HARD,72743,109446,2019-01-01 00:00:00,Good
Johnson-Habitat,910,None,None,1,Park Circulation,Concrete,0.12217773,8.0,None,City & County of Denver,None,2015,None,WLKTRL,WLK-HARD,76922,None,2018-09-17 00:00:00,80
Central Park,561,None,None,1,Park Circulation,Concrete,0.01976153,None,None,City & County of Denver,None,None,None,WLKTRL,WLK-HARD,70942,108524,2019-01-01 00:00:00,Good
Magna Carta Park,631,None,None,1,Right of Way Walk,Concrete,0.03242834,3.0,None,City & County of Denver,None,None,None,WLKTRL,WLK-ROW,72958,108748,2019-01-01 00:00:00,Good
